Model,Dimension,female,woman,girl,sister,she,daughter,mother,aunt,grandmother,male,man,boy,brother,he,son,father,uncle,grandfather,Female Terms_mean,Female Terms_std,Male Terms_mean,Male Terms_std,diff,diff_pvalue,diff_abs
conservative_populations_terms-L0,Warmth,-0.36043706321964286,0.5285215744070978,0.3869704132313476,0.6109273536212597,-0.976271157812213,1.0807069086389032,1.3197253817855659,0.8888550191998567,1.2163252446496045,-1.917639991350034,-1.6330697324018195,-0.18238316354399528,-0.18351091891527763,-1.7311220661375017,0.08696808427613471,1.0800220494612072,0.2992371344969094,-0.5138250703874006,0.5217026305001977,0.7160760183459303,-0.5217026305001976,0.9710241328660101,1.0434052610003954,0.026379302755908943,1.0434052610003954
conservative_populations_terms-L0,Competence,0.7411340336298747,0.32480833550176746,-0.008093540754811118,-0.7381807323159564,1.6169725075290506,-0.1631743168180856,-1.0997266546938713,-2.1709493924265764,-0.8045498119503689,1.2617462527778585,0.7265637096575484,-0.038616194258605206,-0.1616173598383612,1.908485517226174,0.5506243575404366,-0.8242989976874208,-0.8674439523913696,-0.25368376072728455,-0.25575106358877525,1.0446703508786335,0.2557510635887752,0.8819561468358467,-0.5115021271775504,0.30568095978669324,0.5115021271775504
conservative_populations_terms-L0,Sociability,0.9925898283338924,0.1202304644299008,0.2102824204935074,1.7378393345113183,-0.6368643183483509,0.1935347420456978,0.4107365270333919,1.3960011838574278,1.1852123086489108,-0.029231804602451388,-1.9956813839599774,-0.548229175496089,0.05998154602413828,-1.880672524011844,-1.1014788504500213,0.3440313257166762,-0.8247064548674613,0.36642483064133596,0.6232847212228552,0.7096903440821758,-0.6232847212228549,0.8481579617599654,1.24656944244571,0.0057179953118455555,1.24656944244571
conservative_populations_terms-L0,Morality,-1.7327314369549291,0.8117226636809751,0.49718177493447835,-0.9320919764828993,-0.5264220056151278,0.9789212166209966,0.901043252695378,-0.3680174044659529,0.09943218807866032,-2.62986199845808,0.24866248450265477,0.2276518987402776,-0.036827492975496846,-0.1019787151882662,1.034918818894836,1.0252315799539946,1.184272426408869,-0.6811072743703686,-0.030106858612046743,0.879500405436523,0.03010685861204676,1.106646371234289,-0.06021371722409351,0.9056012937336925,0.06021371722409351
conservative_populations_terms-L0,Ability,1.2422456729817593,-0.8568502987107607,-0.30530097685650137,-0.9441787693673658,1.067646114804426,0.8708308502880983,-0.16545973802434583,-0.7623408910886652,-0.3396714802893409,1.6201670099603709,0.7612845560831896,0.5002423706761582,-0.8712003449359624,1.105351593965901,0.8664414341687734,-1.7620636908693963,-0.3930699743656742,-1.6340734384206639,-0.02145327958474403,0.8082930342199979,0.021453279584744092,1.160061155466188,-0.04290655916948812,0.9326641978117242,0.04290655916948812
conservative_populations_terms-L0,Agency,-1.285806125708908,1.1656898111311902,1.8702600010237633,0.7266637598574045,1.2344905458894389,-0.7276028820035757,-1.1945709344960518,-0.7445171755970456,-0.34777630886532723,-1.8025451635767358,0.17033678317385656,0.18023956444083084,0.46217896908068,0.7622135548108261,-1.0026820384517163,0.5992429627210322,-0.8497467824319368,0.7839314590022761,0.07742563235898764,1.112540487562363,-0.07742563235898745,0.8661779300132976,0.15485126471797508,0.7600881524433092,0.15485126471797508
conservative_populations_terms-L0,Status,0.694353544824856,0.1494252645269431,-1.9900372096736347,-0.6789278846932044,-0.09472215338557691,-0.9173918002312725,0.1209023455570901,-1.7673372268646144,-0.25147742103256016,1.8079588869075243,-0.28949019781575014,-1.214851530432125,0.2190299679712599,0.8078030358439745,0.5480238750615524,0.9431821962363105,0.47058929424621937,1.442967012953008,-0.5261347267746639,0.8489343196888822,0.5261347267746638,0.8518656111252959,-1.0522694535493278,0.024905794375518635,1.0522694535493278
conservative_populations_terms-L0,Politics,0.6930449310965275,-1.1048239572231169,-0.2993733056425282,0.23195019469284947,1.5269257176953972,-0.9563250677618116,1.235507143959151,-1.112858553243767,1.096235023616499,1.7646886610705779,-0.5610855085100606,-0.2724044246382252,-0.8978683602694442,0.01734042886745881,-1.2629900082883645,1.0305022371353345,-1.3826131455609978,0.2541479930045199,0.14558690302102228,0.9925464263888483,-0.14558690302102234,0.9861341180591113,0.2911738060420446,0.5643347891812203,0.2911738060420446
conservative_populations_terms-L0,Religion,-0.06133964417174856,1.1352766468932791,1.014510131729945,-1.1182874869049222,-0.45441632669207493,-0.5993418714228698,-0.41876672905573176,-0.7852862754069421,-0.379250858991493,0.31513384663461314,1.2289876862146982,1.509068240148626,1.1132608620546363,-0.2720511414917127,1.1962296098360239,0.029114531471639688,-2.13432543512402,-1.3185157857219427,-0.1852113793358398,0.727649200501722,0.1852113793358402,1.1840270820121623,-0.37042275867168,0.461867344156511,0.37042275867168
conservative_populations_terms-L1,Warmth,-0.6259073119321336,-0.030920987739617774,-0.10295419347745306,0.3633993364163248,-1.1031514383879042,1.4382697956855968,1.4348707802003808,1.029526531752098,1.2605645209820102,-1.4147931268859366,-2.02171835252736,-0.11965554735691585,-0.2897375326520159,-1.5619658389018147,0.4911646834258371,0.5937860224036341,0.20084577658582795,0.4583768824094419,0.4070774481665891,0.8842656289722167,-0.4070774481665892,0.9416210489399259,0.8141548963331783,0.09361649600150637,0.8141548963331783
