Model,Dimension,female,woman,girl,sister,she,daughter,mother,aunt,grandmother,male,man,boy,brother,he,son,father,uncle,grandfather,Female Terms_mean,Female Terms_std,Male Terms_mean,Male Terms_std,diff,diff_pvalue,diff_abs
baseline_populations_terms-L0,Warmth,-0.379624816208247,0.5535719497534366,0.42876637991917904,0.6354472706805722,-0.9665910081099097,1.0473206670608783,1.310616227257313,0.8689296408356543,1.1753990330546977,-1.942368339131279,-1.640894622956696,-0.14391508179960041,-0.20190949336578395,-1.7312617146697957,0.07086775953347972,1.108835567761508,0.29008236123492925,-0.4832717808503359,0.519315038249286,0.7068311935692912,-0.5193150382492859,0.9803129326361538,1.0386300764985719,0.02720073645569103,1.0386300764985719
baseline_populations_terms-L0,Competence,0.8175860443223186,0.16594107376852824,0.01056105062732,-0.7411817276033154,1.5858796376948325,-0.09695239200351609,-1.0974661157369794,-2.051993388230974,-0.7568173398495348,1.5091596813151686,0.7568015300177093,-0.30206862593675154,-0.1132937309835597,1.7954143321207694,0.6143117561704478,-0.83474360467394,-0.9427740633489387,-0.31836411766958583,-0.24049368411236888,1.0130923824321072,0.24049368411236877,0.9262663766229222,-0.48098736822473764,0.3364076290046061,0.48098736822473764
baseline_populations_terms-L0,Sociability,0.972449017775846,0.12814242009892815,0.20319114488902068,1.7421445585281152,-0.7265106802459732,0.18052391251411343,0.4250692934065531,1.3801890835338824,1.171931814438084,-0.008346084915280234,-1.9365669277640747,-0.5089136309983836,0.07198310795165262,-1.9578684675314533,-1.0757682462594442,0.3529782629210578,-0.8100237426992587,0.39539516435661914,0.6085700627709522,0.72454206412352,-0.6085700627709518,0.8569269249554181,1.217140125541904,0.007360000626760885,1.217140125541904
baseline_populations_terms-L0,Morality,-1.7474695693299207,0.8112067004066683,0.5361677979018312,-0.9380008349939681,-0.3806174010995267,0.9542822183789862,0.8784742305395034,-0.3864546318009163,0.03487133092714308,-2.669110999890459,0.20771513886559098,0.23496509762600223,-0.08721855578017615,0.030524692935986527,1.0049447259843804,1.0187481892109136,1.1814567708988426,-0.6844849007808813,-0.02639335100779998,0.8724526427068391,0.026393351007799975,1.1123997340340432,-0.05278670201559996,0.9172043475895112,0.05278670201559996
baseline_populations_terms-L0,Ability,1.2891057068235332,-0.887572151331125,-0.2265881212295049,-0.8694802259010126,0.9823065088267761,0.9982096269713223,-0.1770884781625225,-0.7152444498769392,-0.24237617495600053,1.626657746370329,0.7416023501655383,0.3654482130276878,-0.8102437846933326,0.9690967173068245,0.9049972842312558,-1.7513870663773454,-0.40802909725436065,-1.7894146039411234,0.016808026796058514,0.8039764367913489,-0.016808026796058542,1.1632097272438588,0.03361605359211706,0.9472224653444058,0.03361605359211706
baseline_populations_terms-L0,Agency,-1.3381676729551724,1.0574869069601538,1.8846596940114513,0.6709206948024576,1.3526951184245573,-0.7599817184239746,-1.2134748468399807,-0.675286662492651,-0.4279613083948122,-1.677999423119243,0.24719092412400775,0.03007285240178059,0.4647180097316449,0.8408616086547184,-0.9731531773747182,0.5432002976217845,-0.8866139021009685,0.8608326049689636,0.06121002278800322,1.1252835926979896,-0.061210022788003325,0.8521992151048308,0.12242004557600655,0.8093426892298352,0.12242004557600655
baseline_populations_terms-L0,Status,0.7268688177005949,0.11214421794478692,-1.9698329724079273,-0.7469207020150123,-0.14975646329942,-0.926793004647551,0.08268918620876443,-1.6893782330627378,-0.26745026363781194,1.9136925012184083,-0.23478076619633242,-1.1993685503389442,0.22609314438964426,0.7725239499500576,0.585867176965231,0.9083588175974829,0.4217246013420773,1.4343185422886895,-0.5364921574684794,0.830151980326954,0.5364921574684793,0.8574380557852963,-1.0729843149369587,0.021712509847362695,1.0729843149369587
baseline_populations_terms-L0,Politics,0.6276672713177142,-1.1657919645347092,-0.3288896834695268,0.22251101192647146,1.3886856540683201,-1.0173466163346505,1.3260817115327272,-1.0357715602325106,1.2607583982021664,1.6766783662226177,-0.584793704784796,-0.20915593903899776,-0.9276113149504445,-0.09166210398187802,-1.2822602673517796,1.097517178955393,-1.2946648774860159,0.3380484399398976,0.14198935805288915,1.006287844563372,-0.14198935805288926,0.9731715256230317,0.2839787161057784,0.5741006411434753,0.2839787161057784
baseline_populations_terms-L0,Religion,-0.06949506795449321,1.1215175656535203,0.9501394795172209,-1.1786391443435218,-0.22747984772992755,-0.669440488301012,-0.4464661204673326,-0.8577392054747388,-0.4585332525020245,0.32737876294688056,1.2463806447687849,1.536767377359587,1.0328676009869522,-0.05842223551701999,1.1578228120323608,0.040696547022389215,-2.183759671597455,-1.2635957564001739,-0.20401512017803436,0.7322101920280483,0.20401512017803392,1.1749995302840477,-0.4080302403560683,0.4167818960879158,0.4080302403560683
baseline_populations_terms-L1,Warmth,-0.6744225954258382,0.017295431282681288,0.06393246659228863,0.37650728267405165,-0.853478313963638,1.166000556965808,1.422876154671488,1.162140541798486,1.2632331752953327,-1.429789001914976,-2.16042226852995,-0.04127701595807304,-0.35733167649150066,-1.6335278791170238,0.5096826338129514,0.44947493156342283,0.12477882904597606,0.5943267476985125,0.4382316333211845,0.8118192984626217,-0.4382316333211845,0.9781899088402778,0.876463266642369,0.06890137213321719,0.876463266642369
