Model,Dimension,female,woman,girl,sister,she,daughter,mother,aunt,grandmother,male,man,boy,brother,he,son,father,uncle,grandfather,Female Terms_mean,Female Terms_std,Male Terms_mean,Male Terms_std,diff,diff_pvalue,diff_abs
liberal_populations_terms-L0,Warmth,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,4.1231056256176615,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.24253562503633314,2.7755575615628914e-17,0.24253562503633297,1.371988681140071,-0.4850712500726661,0.3321949846529795,0.4850712500726661
liberal_populations_terms-L0,Competence,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,-4.12310562561766,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633339,2.7755575615628914e-17,-0.24253562503633253,1.3719886811400706,0.48507125007266594,0.3321949846529795,0.48507125007266594
liberal_populations_terms-L0,Sociability,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,4.12310562561766,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,0.0,0.242535625036332,1.3719886811400706,-0.48507125007266594,0.3321949846529795,0.48507125007266594
liberal_populations_terms-L0,Morality,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,4.123105625617662,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633144,2.7755575615628914e-17,0.24253562503633455,1.3719886811400708,-0.485071250072666,0.3321949846529795,0.485071250072666
liberal_populations_terms-L0,Ability,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,-4.123105625617661,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.0,-0.24253562503633275,1.3719886811400708,0.48507125007266605,0.3321949846529795,0.48507125007266605
liberal_populations_terms-L0,Agency,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,4.123105625617662,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633116,2.7755575615628914e-17,0.24253562503633475,1.3719886811400706,-0.48507125007266594,0.3321949846529795,0.48507125007266594
liberal_populations_terms-L0,Status,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,4.123105625617661,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,0.0,0.24253562503633314,1.3719886811400706,-0.48507125007266594,0.3321949846529795,0.48507125007266594
liberal_populations_terms-L0,Politics,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,-4.123105625617661,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633253,2.7755575615628914e-17,-0.24253562503633333,1.3719886811400706,0.4850712500726658,0.3321949846529795,0.4850712500726658
liberal_populations_terms-L0,Religion,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,-4.12310562561766,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.0,-0.24253562503633244,1.3719886811400706,0.48507125007266594,0.3321949846529795,0.48507125007266594
liberal_populations_terms-L1,Warmth,-0.23875437406145242,-0.23944364654796468,-0.22670741523603113,-0.22630008182762235,-0.2397008324345719,-0.2738612505106543,-0.2138155873330038,-0.18479793177716156,-0.2349613672055761,-0.2556397948248456,-0.2542519399588873,-0.2724799635010339,-0.23921186903617256,4.121855333099979,-0.2834595302569414,-0.20834212860376047,-0.2581274158440919,-0.2720002041401987,-0.2309269429926709,0.022435863701435004,0.23092694299267183,1.3758059914174272,-0.4618538859853427,0.35655405881832347,0.4618538859853427
liberal_populations_terms-L1,Competence,0.24448657738628365,0.24283057115649279,0.24411164776169317,0.24786789893450362,0.25444186314769873,0.2353315332752124,0.24649842370673425,0.25122471850375505,0.2446127026289434,0.24032825353491202,0.23853490714361406,0.23477828697466754,0.2425385519701906,-4.123039767894859,0.2330041165567154,0.24746188766015834,0.23891202404380057,0.23607580350947233,0.24571177072236855,0.00509024013897485,-0.2457117707223698,1.370848474818528,0.4914235414447383,0.3257038830228607,0.4914235414447383
liberal_populations_terms-L1,Sociability,-0.20767227419412115,-0.23564433533779222,-0.17784630727730086,-0.1486948499137206,-0.1983752402418849,-0.33766215059256943,-0.16667469216468128,-0.0655077495989018,-0.2306285254962538,-0.28503936469381663,-0.2741594464990102,-0.30875129731447876,-0.21280891941583882,4.108458739170998,-0.4094276144200063,-0.1714069165842498,-0.28637943320856585,-0.3917796222178063,-0.1965229027574696,0.06946936238922727,0.19652290275746948,1.3848940410994595,-0.39304580551493906,0.4344577015214921,0.39304580551493906
liberal_populations_terms-L1,Morality,0.24739483301049084,0.24862960803089582,0.26377206813878934,0.2505456863303759,0.2205568794795398,0.20928326079784473,0.2723381669137315,0.30499139576525075,0.24235250191231225,0.23580332114892247,0.24038361050969417,0.21121590042101612,0.25465166577401166,-4.12118838594779,0.19286489214375174,0.30561264098709895,0.21722135968396933,0.20357059490009127,0.2510960444865812,0.026445126447565952,-0.2510960444865816,1.3686497755720994,0.5021920889731628,0.31487156224821683,0.5021920889731628
liberal_populations_terms-L1,Ability,0.22037645375578763,0.23341205866162898,0.195777531779827,0.21471569563370282,0.2351587947466929,0.26396775897722413,0.23112332157585283,0.16780641840627936,0.2443741033538284,0.2403206569913405,0.2298265583312972,0.24452529363642267,0.21252372710194323,-4.118709909725096,0.3206856798445308,0.19883955543647192,0.29220460802457066,0.3730716934677186,0.22296801521009155,0.026500194737471314,-0.2229680152100889,1.378357090185784,0.4459360304201805,0.37382484400093907,0.4459360304201805
