Model,Dimension,female,woman,girl,sister,she,daughter,mother,aunt,grandmother,male,man,boy,brother,he,son,father,uncle,grandfather,Female Terms_mean,Female Terms_std,Male Terms_mean,Male Terms_std,diff,diff_pvalue,diff_abs
conservative_populations_terms-L0,Warmth,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,4.1231056256176615,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.2425356250363331,-0.24253562503633314,2.7755575615628914e-17,0.24253562503633297,1.371988681140071,-0.4850712500726661,0.3321949846529795,0.4850712500726661
conservative_populations_terms-L0,Competence,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,-4.12310562561766,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633336,0.24253562503633339,2.7755575615628914e-17,-0.24253562503633253,1.3719886811400706,0.48507125007266594,0.3321949846529795,0.48507125007266594
conservative_populations_terms-L0,Sociability,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,4.12310562561766,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,-0.2425356250363339,0.0,0.242535625036332,1.3719886811400706,-0.48507125007266594,0.3321949846529795,0.48507125007266594
conservative_populations_terms-L0,Morality,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,4.123105625617662,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633147,-0.24253562503633144,2.7755575615628914e-17,0.24253562503633455,1.3719886811400708,-0.485071250072666,0.3321949846529795,0.485071250072666
conservative_populations_terms-L0,Ability,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,-4.123105625617661,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.24253562503633327,0.0,-0.24253562503633275,1.3719886811400708,0.48507125007266605,0.3321949846529795,0.48507125007266605
conservative_populations_terms-L0,Agency,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,4.123105625617662,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633114,-0.24253562503633116,2.7755575615628914e-17,0.24253562503633475,1.3719886811400706,-0.48507125007266594,0.3321949846529795,0.48507125007266594
conservative_populations_terms-L0,Status,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,4.123105625617661,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,-0.24253562503633283,0.0,0.24253562503633314,1.3719886811400706,-0.48507125007266594,0.3321949846529795,0.48507125007266594
conservative_populations_terms-L0,Politics,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,-4.123105625617661,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633255,0.24253562503633253,2.7755575615628914e-17,-0.24253562503633333,1.3719886811400706,0.4850712500726658,0.3321949846529795,0.4850712500726658
conservative_populations_terms-L0,Religion,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,-4.12310562561766,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.24253562503633347,0.0,-0.24253562503633244,1.3719886811400706,0.48507125007266594,0.3321949846529795,0.48507125007266594
conservative_populations_terms-L1,Warmth,-0.23928895538933645,-0.23977534194511643,-0.22706047992243464,-0.2268575369731638,-0.2405679976152293,-0.2726034970286107,-0.21475147884021104,-0.1872973560764037,-0.23537182606859142,-0.2552894112830528,-0.25359362298760985,-0.2712593402227425,-0.2395008427837796,4.121957955163467,-0.28145549967144773,-0.2093732724716397,-0.25755106677298584,-0.2703604291111348,-0.2315082744287886,0.021580634509148752,0.23150827442878605,1.3756242633641618,-0.46301654885757465,0.3553106610122104,0.46301654885757465
